latitude,longitude,stars,review_count,attributes_RestaurantsPriceRange2,attributes_GoodForKids,attributes_Ambience_touristy,attributes_Ambience_romantic,attributes_Ambience_intimate,attributes_Ambience_trendy,attributes_Ambience_classy,attributes_Ambience_casual,Bars_Night,Beauty_Health_Care,Cafes,GYM,Restaurants_Cuisines,Shops
29.9654586,-90.0695669,4.5,137,1,1,0,0,0,1,0,1,0,0,1,0,1,0
28.0024179,-82.5751776,5.0,67,1,1,0,0,0,0,0,1,0,1,0,0,0,0
39.8244846,-86.2709327,4.5,176,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9182380676,-75.3896167572,3.5,192,2,1,0,0,0,0,1,0,0,0,0,0,1,0
28.0568259768,-82.6259098537,4.0,76,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43.687375,-116.334128,4.0,156,2,1,0,0,1,1,1,1,0,0,0,0,1,0
27.9519956663,-82.829717,4.0,339,2,1,0,0,0,0,0,1,0,0,1,0,1,0
32.210012,-110.980723,4.0,56,2,1,0,0,0,0,0,1,0,0,0,0,0,1
27.820184,-82.655327,4.5,60,1,1,0,0,0,0,0,0,0,0,1,0,1,0
38.6197152,-90.2556467,4.0,229,2,1,0,0,0,0,1,0,0,0,1,0,1,0
39.8801882243,-75.0052480303,4.5,79,2,1,0,0,0,0,0,1,0,0,0,0,1,0
34.4233018995,-119.7054707479,4.5,116,1,1,0,0,0,0,0,1,0,0,1,0,1,1
36.1647114553,-86.7793040316,3.5,178,3,1,0,0,0,0,0,1,1,0,0,0,1,0
40.1298141,-75.5764069,4.5,56,1,1,0,0,0,0,1,0,1,0,1,0,1,0
36.1436547,-86.8135218,3.5,120,2,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9739896298,-90.1004192455,4.0,195,3,1,0,0,0,0,0,1,0,1,0,0,0,0
40.0957738,-75.1265509,4.0,277,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9037528,-75.5625925,4.5,78,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.3753297,-75.208113,4.0,96,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9486639126,-75.2158315415,4.5,458,1,1,0,0,0,0,0,1,0,0,1,0,1,0
32.2220392159,-110.9665788086,4.5,143,2,1,0,0,0,0,1,1,1,0,0,0,0,0
39.905788,-86.077582,3.5,78,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0783137,-82.7666322,4.5,103,2,1,0,0,0,0,0,1,1,0,0,0,1,0
29.9591512,-90.0627252,4.5,173,2,0,0,0,0,0,0,1,0,0,0,0,0,1
38.6727336,-90.345018,3.5,156,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9510628495,-82.4602034248,3.5,58,1,1,0,0,0,0,0,1,1,0,0,0,0,0
39.9455687,-75.1717901,4.0,323,2,0,0,0,0,0,1,1,1,0,0,0,1,0
36.1570489,-86.7943734,4.0,117,2,1,0,0,0,0,0,1,1,0,0,0,0,1
27.8399412788,-82.7854389294,4.0,223,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.732375,-75.130925,3.5,59,2,1,0,0,0,0,0,1,0,0,0,0,1,0
40.1880857,-75.134152,4.0,77,2,0,0,0,0,0,0,1,0,0,0,0,0,1
39.7322517,-75.2240679,4.0,232,2,1,0,0,0,0,0,1,1,0,0,0,1,0
39.7974826702,-86.1530939541,4.0,178,2,1,0,0,0,0,1,1,0,0,0,0,1,0
27.7701014,-82.6364594,4.0,264,2,1,0,0,1,1,1,1,1,0,0,0,1,0
29.8768457,-90.0482728,3.5,113,2,1,0,0,0,0,0,1,0,0,0,0,1,0
28.3052669,-82.7011217,4.5,80,1,1,0,0,0,0,0,0,0,0,1,0,1,0
39.9604595,-75.6049474,3.5,71,1,1,0,0,0,0,0,0,0,0,0,0,1,0
28.0114224507,-82.7109746614,4.5,307,2,0,0,0,0,1,1,1,1,0,0,0,1,0
32.1920174772,-110.968540052,4.0,397,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9512903,-75.1992768,4.0,81,2,0,0,0,0,0,1,1,0,0,0,0,1,0
28.1440679511,-82.3539949058,3.5,70,1,1,0,0,0,0,0,0,0,0,1,0,1,0
53.5231333193,-113.5113531433,3.5,58,2,1,0,0,0,0,1,1,0,0,0,0,1,0
38.6017712,-90.4475467,4.0,268,3,0,0,0,0,0,1,0,0,0,0,0,1,0
39.9378287,-75.1482632,4.5,85,1,1,0,0,0,0,0,1,0,0,0,0,1,0
35.9317024,-86.5338211,4.0,76,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.7969526,-82.7278308,4.5,91,1,1,0,1,0,1,0,1,0,0,0,0,1,0
39.485423,-119.788506,3.5,138,2,1,0,0,0,0,0,1,0,1,0,0,0,0
32.1336786,-110.9234427,3.5,191,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5347847599,-119.8694408537,3.5,634,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.642407,-90.2632879,4.0,328,2,1,0,0,0,0,0,1,0,0,0,0,1,0
38.8143567036,-90.3451039549,4.5,53,2,1,0,0,0,0,0,1,1,0,0,0,1,0
39.6933973,-86.0761149,4.5,163,1,1,0,0,0,0,0,1,0,0,1,0,1,0
39.930791,-74.9770416,3.5,67,2,1,0,0,0,0,1,1,0,0,0,0,1,0
39.4538051,-119.755246,4.5,51,1,1,0,0,0,0,0,1,0,0,0,1,0,0
28.0322261,-82.4189253,4.5,345,2,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0225537218,-82.7370192961,4.0,136,1,1,0,0,0,0,0,1,0,0,0,0,0,1
40.2280271,-74.9401945,4.0,359,2,1,0,0,0,0,1,1,0,0,1,0,1,0
40.293684,-74.871315,4.0,144,2,0,0,0,0,0,1,0,0,0,0,0,1,0
34.440612,-119.8262779,4.0,134,2,1,0,0,0,0,0,1,0,1,0,0,0,0
27.7745220251,-82.6327141048,3.5,295,2,0,0,0,0,1,1,0,1,0,0,0,1,0
27.838651,-82.7173312,4.5,54,1,1,0,0,0,0,0,0,0,0,0,0,1,1
39.7532524,-75.3024859,3.5,104,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.3232068,-111.0442513,3.5,112,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1621286521,-86.8611215519,4.5,74,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.283355,-82.677826,4.0,54,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43.6327829,-116.3523931,4.0,259,1,1,0,0,0,0,0,1,0,0,0,0,1,0
36.047064,-86.951448,3.5,57,1,1,0,0,0,0,0,0,1,0,0,0,1,0
39.912543,-86.211835,4.0,55,2,1,0,0,0,0,0,1,0,1,0,0,0,1
32.3750163,-111.0463201,4.5,258,2,1,0,1,1,1,1,0,0,0,0,0,1,0
29.8777671,-90.0173044,3.5,161,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.032004,-86.79085,3.5,135,2,1,0,0,0,1,0,1,0,0,0,0,1,0
39.7704227747,-86.0717198253,4.5,53,2,1,0,0,0,0,0,1,0,0,0,0,0,1
40.106526,-75.147507,3.5,80,1,1,0,0,0,0,1,1,0,0,0,0,1,0
39.675040703,-86.3103263801,4.0,86,2,1,0,0,0,0,0,1,0,0,0,0,1,0
32.2885403,-110.9631443,4.0,133,2,1,0,0,0,0,0,1,0,0,1,0,1,0
39.4743166,-119.7636998,4.5,93,1,1,0,0,0,0,0,1,0,0,0,0,0,1
39.9408776,-75.1511064,4.0,51,1,1,0,0,0,0,1,0,1,0,0,0,1,0
39.9567105161,-75.1971027811,4.0,783,2,1,0,0,0,0,1,1,0,0,0,0,1,0
39.7723413,-86.0279803,3.5,101,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9573584322,-82.7285689116,4.0,82,2,1,0,0,0,0,0,1,0,0,0,0,0,1
28.0641439,-82.5061441,3.5,155,2,1,0,0,0,0,0,1,1,0,0,0,0,0
28.4918471,-82.5973869,3.5,128,2,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9294259,-90.0770687,4.5,2062,1,1,0,0,0,1,1,1,0,0,1,0,1,0
27.99554,-82.4743805,4.0,121,1,1,0,0,0,0,0,1,0,0,0,0,1,0
38.6002991,-90.2429828,4.0,135,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0554349,-82.4292524,4.0,78,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.8694324,-86.1425102,4.0,346,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9120596,-82.5057677,4.0,336,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9785056799,-86.1286025097,4.0,423,2,1,0,0,0,1,0,1,1,0,0,0,1,0
36.398778,-86.451974,4.5,140,1,1,0,0,0,0,0,0,0,0,0,0,1,0
28.1837851,-82.3508685,4.0,71,1,0,0,0,0,0,0,1,0,1,0,0,0,0
39.926402,-75.1575374,4.5,73,1,1,0,0,0,0,0,1,0,0,0,0,1,0
39.9454953,-75.1789457,4.5,126,2,1,0,0,0,0,0,1,0,1,0,0,0,0
36.16813138,-86.6804685,4.5,390,2,1,0,0,0,1,0,1,1,0,1,0,1,0
39.9829917462,-75.3714380349,4.5,79,2,1,0,0,0,0,1,1,0,0,0,0,1,0
39.9422608,-74.9955305,5.0,60,2,1,0,0,0,0,0,1,1,0,0,0,1,0
40.02132,-75.32528,3.5,58,1,1,0,0,0,0,0,1,0,0,0,0,1,0
32.2413127,-110.9350396,4.0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,1
29.9649909096,-90.0426163126,4.0,100,2,0,0,0,0,0,0,1,0,0,0,0,1,0
39.8338324413,-75.5417255718,4.5,99,2,1,0,0,0,0,0,1,1,0,0,0,0,1
40.1566693,-75.121837,4.0,394,2,1,0,0,0,0,1,1,0,0,0,0,1,0
36.3265562,-86.6993617,4.0,67,2,1,0,0,0,0,0,1,0,0,0,0,1,0
39.5831897,-119.7422333,4.0,72,2,1,0,0,0,0,0,1,0,1,0,0,0,0
39.4034855,-119.7508214,4.5,166,3,0,0,0,0,0,0,1,0,1,0,0,0,0
29.9475671,-90.0651152,4.0,588,2,1,0,0,0,0,1,1,0,0,0,0,1,0
36.1619072,-86.84887,4.5,164,1,1,0,0,0,0,1,1,0,0,0,0,1,1
39.9571476,-86.0180566,4.0,52,2,1,0,0,0,1,0,1,1,0,0,0,1,0
35.9811081,-86.5193323,4.0,191,2,1,0,0,0,0,1,1,0,0,0,0,1,0
39.5221809,-119.8222169,4.5,58,2,1,0,0,0,0,0,1,0,1,0,0,0,0
36.202711,-86.621012,4.5,71,2,1,0,0,0,0,0,1,0,0,0,0,1,0
43.6028922,-116.3539042,4.0,109,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0280199569,-82.393829897,4.0,106,2,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9793408,-90.1520954,4.5,347,2,1,0,0,0,1,0,1,0,0,0,0,1,0
39.4540193,-119.7773682,5.0,69,1,0,0,0,0,0,0,1,0,0,0,1,0,0
28.0449208,-82.68053,4.0,93,2,1,0,0,0,1,0,1,0,0,1,0,1,0
40.051118,-75.116865,3.5,102,2,1,0,0,0,0,0,1,0,1,0,0,0,0
32.2276142,-110.9543986,4.0,90,3,1,0,0,0,0,0,1,0,0,0,0,0,1
38.5170210269,-89.9513851956,4.5,79,1,1,0,0,0,0,1,0,0,0,0,0,1,0
36.1448682715,-86.8110662472,3.5,105,2,1,0,0,0,0,0,1,0,0,0,0,0,1
38.6204937228,-90.5252278585,4.0,91,1,1,0,0,0,0,0,1,0,0,1,0,1,0
36.047285,-86.676227,3.5,129,1,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0481913,-82.3942796,4.0,95,2,1,0,0,0,0,0,1,0,0,0,0,1,0
27.9260137,-82.5061947,5.0,77,1,1,0,0,0,0,0,1,0,0,1,0,1,0
36.1448084,-86.8122664,4.5,249,1,1,0,0,0,1,0,1,0,0,1,0,1,1
36.1780018,-86.7508693,3.5,134,1,1,0,0,0,0,1,0,0,0,0,0,1,0
27.9381358,-82.2920736,4.0,267,2,1,0,0,0,0,0,1,0,0,0,0,1,0
36.1193788,-86.748865,3.5,69,3,1,0,0,0,0,0,1,0,0,0,0,1,0
29.9557609,-90.0678872,3.5,492,3,0,0,0,0,0,1,0,0,0,0,0,1,0
38.612197,-90.320003,3.5,352,1,1,0,0,0,0,0,0,0,0,1,0,1,0
43.588937,-116.278166,3.5,131,1,1,0,0,0,0,0,1,0,0,1,0,1,0
29.957821,-90.0661737,4.0,227,1,1,1,0,0,0,0,1,1,0,0,0,0,0
32.25552801,-110.94349236,4.5,2126,2,1,0,0,0,0,1,1,1,0,0,0,1,0
